x,y_true,noise,y_observed,group,absolute_error,squared_error
0.0,0.8,-0.6620030694393192,0.13799693056068085,low,0.6620030694393192,0.43824806394708005
0.20202020202020202,0.8012121212121213,-0.4350147841466639,0.3661973370654574,low,0.4350147841466639,0.18923786242616858
0.40404040404040403,0.8024242424242425,-0.46908315439083403,0.33334108803340845,low,0.46908315439083403,0.22003900573325505
0.6060606060606061,0.8036363636363637,0.16018551383663548,0.9638218774729992,low,0.16018551383663548,0.02565939884310694
0.8080808080808081,0.8048484848484849,-0.1491484376633345,0.6557000471851504,low,0.14914843766333452,0.022245256457413584
1.0101010101010102,0.8060606060606061,0.07588983090710989,0.881950436967716,low,0.07588983090710988,0.005759266435109729
1.2121212121212122,0.8072727272727274,0.5058255424826027,1.3130982697553302,low,0.5058255424826028,0.2558594794278194
1.4141414141414141,0.8084848484848486,0.5147619296854611,1.3232467781703097,low,0.5147619296854611,0.2649798442534996
1.6161616161616161,0.8096969696969697,0.2851101851691511,1.0948071548661207,low,0.285110185169151,0.08128781768718757
1.8181818181818181,0.8109090909090909,-0.2704611588494501,0.5404479320596408,low,0.2704611588494501,0.07314923844618748
2.0202020202020203,0.8121212121212121,-0.4529593690942507,0.7344133414504592,low,0.07770787067075291,0.006038513164182461
2.2222222222222223,0.8133333333333334,-0.4888884644034546,0.3244448689298787,low,0.4888884644034546,0.23901193062676793
2.4242424242424243,0.8145454545454546,-0.20631291467655644,0.6082325398688981,low,0.20631291467655644,0.04256501876233606
2.6262626262626263,0.8157575757575758,-0.03082805627216019,0.7849295194854156,low,0.03082805627216023,0.0009503690535194778
2.8282828282828283,0.816969696969697,-0.5833642064246142,0.23360549054508284,low,0.5833642064246142,0.34031379733741984
3.0303030303030303,0.8181818181818182,-0.6806925197742136,0.1374892984076046,low,0.6806925197742136,0.4633423064765682
3.2323232323232323,0.8193939393939395,0.1834231316425646,1.002817071036504,low,0.18342313164256463,0.0336440452215656
3.4343434343434343,0.8206060606060607,-1.1110110180352568,-0.29040495742919614,low,1.1110110180352568,1.2343454821957378
3.6363636363636362,0.8218181818181819,-0.10623210490390518,0.7155860769142767,low,0.10623210490390522,0.011285260112314325
3.8383838383838382,0.8230303030303031,0.2554954003663208,1.078525703396624,low,0.2554954003663209,0.06527789960834661
4.040404040404041,0.8242424242424243,-0.5912133638408811,0.23302906040154325,low,0.5912133638408811,0.34953324158405
4.242424242424242,0.8254545454545456,-0.6677724783816821,0.15768206707286347,low,0.6677724783816821,0.4459200828840141
4.444444444444445,0.8266666666666667,-0.45637561946210436,0.3702910472045623,low,0.45637561946210436,0.2082787060394195
4.646464646464646,0.8278787878787879,0.38881475330187304,1.216693541180661,low,0.3888147533018731,0.15117691238519643
4.848484848484849,0.8290909090909091,-0.0778988138469049,0.7511920952440042,low,0.07789881384690489,0.006068225198754741
5.05050505050505,0.8303030303030303,-1.1217583397050268,-0.2914553094019965,low,1.1217583397050268,1.2583417726977784
5.252525252525253,0.8315151515151515,-0.2540094658869493,0.5775056856282023,low,0.2540094658869493,0.06452080876017326
5.454545454545454,0.8327272727272728,0.6083380798787987,1.4410653526060715,low,0.6083380798787987,0.3700752194306237
5.656565656565657,0.833939393939394,0.5902292066968086,1.4241686006362024,low,0.5902292066968085,0.3483705164379438
5.858585858585858,0.8351515151515152,0.37802517043792344,1.2131766855894386,low,0.3780251704379234,0.14290302948462102
6.0606060606060606,0.8363636363636364,-0.14283528307075083,0.7344133414504592,low,0.1019502949131772,0.010393862632883805
6.262626262626262,0.8375757575757576,-1.1069639255716865,-0.2693881679959289,low,1.1069639255716865,1.2253691325170784
6.4646464646464645,0.8387878787878789,0.10174663745267146,0.9405345162405503,low,0.10174663745267143,0.01035237823292536
6.666666666666667,0.8400000000000001,-0.10558665854954083,0.7344133414504592,low,0.10558665854954086,0.011148542463657329
6.8686868686868685,0.8412121212121213,0.046079918692852835,0.8872920399049742,medium,0.046079918692852884,0.002123358906739933
7.070707070707071,0.8424242424242425,0.9253824665973789,1.7678067090216214,medium,0.9253824665973789,0.856332709485849
7.2727272727272725,0.8436363636363636,0.11021012318956906,0.9538464868259326,medium,0.11021012318956902,0.012146271253459979
7.474747474747475,0.8448484848484848,0.16580028672696254,1.0106487715754473,medium,0.16580028672696245,0.02748973507874296
7.6767676767676765,0.8460606060606061,0.36305849228468995,1.209119098345296,medium,0.3630584922846899,0.13181146882003222
7.878787878787879,0.8472727272727273,-0.1539413441241501,0.6933313831485772,medium,0.15394134412415006,0.02369793743074999
8.080808080808081,0.8484848484848485,-0.39861380183284534,0.44987104665200317,medium,0.39861380183284534,0.15889296301163489
8.282828282828282,0.8496969696969697,-0.44242382781335776,0.40727314188361197,medium,0.44242382781335776,0.19573884341702363
8.484848484848484,0.850909090909091,0.4601798909112656,1.3110889818203566,medium,0.46017989091126565,0.21176553199910436
8.686868686868687,0.8521212121212122,0.3027316164315571,1.1548528285527693,medium,0.3027316164315571,0.09164643158726342
8.88888888888889,0.8533333333333334,-0.29372788310021186,0.5596054502331216,medium,0.2937278831002118,0.0862760693105317
9.09090909090909,0.8545454545454546,0.6916171910068938,1.5461626455523483,medium,0.6916171910068937,0.47833433889626603
9.292929292929292,0.8557575757575758,0.11059888844626097,0.9663564642038368,medium,0.11059888844626098,0.01223211412554848
9.494949494949495,0.856969696969697,-0.804131031509867,0.05283866545983007,medium,0.804131031509867,0.6466267158371227
9.696969696969697,0.8581818181818183,0.36352737926931983,1.221709197451138,medium,0.3635273792693198,0.13215215547841985
9.8989898989899,0.8593939393939395,-0.08369140704104897,0.7757025323528906,medium,0.08369140704104894,0.007004251612510536
10.1010101010101,0.8606060606060606,-0.7972810947630496,0.06332496584301095,medium,0.7972810947630496,0.6356571440665669
10.303030303030303,0.8618181818181818,0.3092909074994974,1.1711090893176792,medium,0.3092909074994974,0.09566086546186266
10.505050505050505,0.863030303030303,-0.20688991061679768,0.6561403924135054,medium,0.20688991061679762,0.04280343511502651
